station	lon     	lat     	v_vert	v_std
IARV	-96.314108	43.197771	-0.535	0.290
IASA	-90.198670	42.083368	-0.859	0.346
IASC	-95.018188	42.421239	-0.463	0.286
IASI	-92.206717	41.317597	-0.477	0.336
IASL	-95.135866	43.420891	-0.575	0.387
IASM	-95.216313	42.648226	-0.676	0.276
IASN	-96.231123	42.239007	-0.244	0.298
IASP	-95.161628	43.128251	-0.433	0.305
IASX	-96.348476	42.550046	-0.511	0.311
IATA	-92.551408	41.967131	-0.749	0.303
IATI	-91.110442	41.642754	-0.255	0.343
IAWB	-91.209396	40.833476	-0.452	0.339
IAWM	-92.006128	41.702633	-1.334	0.337
IAWN	-91.679106	41.309485	-0.532	0.326
IAWO	-91.191417	41.175278	-0.614	0.331
IAWS	-93.547540	42.484174	-0.705	0.297
IAWU	-91.815515	42.936029	-1.458	0.332
ICAM	-90.527473	19.853457	-2.424	0.651
ICIG	-112.941496	44.330339	0.406	0.210
ICT1	-97.308888	37.587721	1.695	0.230
ICT2	-97.368130	37.751800	0.370	0.221
ICT3	-97.216227	37.752593	0.989	0.200
ICT4	-97.632499	37.619049	0.218	0.420
ICT5	-97.625758	37.786678	0.265	0.194
ID01	-87.713467	39.603217	-0.652	0.952
IDBB	-112.041604	43.481633	0.404	0.178
IDGO	-104.607079	24.067453	0.993	0.399
IDIR	-111.296701	43.409477	1.487	0.509
IDNP	-116.121274	45.939710	-0.265	0.132
IDOG	-116.221514	33.796798	2.553	4.418
IDQG	-116.238984	33.767973	0.622	0.690
IDTD	-116.283407	43.652942	-0.661	0.258
IEPE	2.859042	50.848966	-0.414	0.369
IGEO	28.843517	47.030367	0.283	0.181
IGIR	44.018253	39.929202	1.579	0.272
IGM1	-58.439319	-34.572243	1.591	0.536
IGMI	11.213800	43.795649	0.203	0.453
IGP0	-9.158517	38.726029	-0.094	0.241
IHOE	143.492063	-32.864137	0.357	0.322
ILUC	-88.220297	40.098998	-0.418	0.259
INAB	-85.211452	40.298255	-0.864	0.453
INAS	-87.111016	39.389516	-1.167	0.422
INAX	-85.669602	40.278261	-0.858	0.397
INBD	-86.522315	38.863092	-0.147	0.417
INBR	-86.192631	41.457987	-2.545	0.454
INCB	-85.961933	39.197367	-1.001	0.396
INCL	-86.801544	39.536429	-0.835	0.375
INCR	-86.904864	40.082170	-0.877	0.395
INDA	-86.973890	38.195075	-0.409	0.357
INFR	-86.532706	40.278384	-1.595	0.429
INFW	-85.177546	41.128013	-1.969	0.394
INGG	-85.514935	39.359845	-0.914	0.408
INGP	13.315595	42.382492	3.395	0.696
INGY	-87.246581	41.595188	-1.807	0.417
INHC	-86.523212	39.756855	-1.126	0.276
INLN	-87.153373	39.029726	-1.296	0.442
INLP	-86.692528	41.585212	-1.851	0.370
INLW	-87.315969	41.290142	-2.137	0.435
INMD	-85.421171	38.834196	-0.163	0.334
INMO	-86.752770	40.725939	-1.566	0.459
INMT	-86.043032	39.771163	-0.779	0.388
INPA	-86.491851	38.566037	-1.036	0.378
INPD	-85.769667	39.973201	-1.817	0.436
INPL	-86.394411	39.691865	-0.679	0.435
INRN	-87.139595	40.946390	-1.610	0.396
INSG	-85.795369	38.684212	-0.356	0.411
INSY	-85.861794	38.960085	-0.520	0.394
INTC	-86.625797	38.060050	-0.975	0.376
INTP	-86.055521	40.280371	-0.457	0.420
INVE	-4.219261	57.486253	1.441	0.555
INVI	-87.530601	38.627384	-0.609	0.452
INVK	-133.526960	68.306186	-0.679	0.215
INVR	-4.219260	57.486253	1.443	0.320
INW1	-116.929792	47.714426	-1.480	0.403
INWB	-85.803236	40.824737	-1.503	0.401
INWL	-86.926205	40.457916	-1.937	0.383
INWN	-86.604298	41.079407	-1.293	0.446
IOMS	-4.634519	54.086666	1.105	1.599
IQUI	-73.268709	-3.767346	1.400	1.484
IRBE	21.852000	57.554419	3.378	0.452
IRKJ	104.316183	52.219020	0.898	0.311
IRKM	104.316241	52.219024	0.190	0.340
IRKT	104.316241	52.219024	0.856	0.406
ISBA	44.438403	33.341415	0.727	0.689
ISE1	14.235506	41.599522	2.042	0.336
ISIL	9.105862	39.743070	-0.639	0.331
ISLK	-118.474301	35.662271	2.505	0.415
ISNA	44.353279	32.012542	-0.477	0.221
ISPA	-109.344410	-27.124983	-0.465	0.150
ISPT	30.566978	37.785090	-0.181	0.341
ISTA	29.019339	41.104447	0.490	0.126
ISTN	28.831635	40.990963	-0.157	0.261
ITFA	12.926177	43.343677	0.668	0.366
ITGT	12.782049	43.233660	0.052	0.180
IUCO	-86.506446	39.174065	-0.770	0.367
IVKQ	-77.910938	62.418547	7.261	0.534
IZMI	27.081822	38.394808	-0.132	0.466
IZMT	29.950935	40.801979	0.245	0.286
J001	141.750435	45.402993	2.055	0.722
J002	143.224179	44.433686	1.770	0.774
J003	141.756312	44.397951	2.608	0.812
J004	144.675842	43.915690	2.497	0.864
J005	144.449009	43.507860	1.741	1.077
J008	141.510373	43.854011	1.741	0.916
J010	144.431936	42.963262	2.179	0.859
J012	142.401972	42.980515	2.551	1.923
J013	141.030915	43.177853	3.731	1.717
J014	141.730671	42.983253	3.041	1.569
J021	140.107324	42.008075	3.026	1.182
J023	140.040652	41.466377	3.716	1.254
J027	141.789096	40.133449	0.994	4.430
J030	139.776150	39.967903	0.782	1.783
J040	139.791506	37.643696	1.536	3.468
J045	138.865405	36.259032	3.102	2.116
J050	138.988864	37.896471	0.460	1.890
J051	138.574397	37.397679	3.410	2.179
J052	137.487230	36.928958	0.601	1.235
J057	135.233384	35.549904	1.473	0.615
J060	136.900024	35.526072	0.533	0.990
J067	135.500974	34.837999	1.411	1.095
J069	135.221492	34.157685	2.320	0.936
J074	133.058654	35.433875	2.948	0.630
J075	132.208975	35.002812	1.577	0.895
J077	133.527984	34.548797	1.862	1.202
J078	132.575440	34.340353	2.353	0.769
J080	134.023905	34.286027	1.495	1.166
J081	134.626021	33.926856	2.607	1.535
J090	131.876376	32.924588	2.970	0.796
J093	130.645597	32.546409	0.891	1.175
J094	131.632324	32.445445	1.853	0.773
J095	131.469676	32.021756	0.137	0.895
J096	130.190133	32.013244	1.909	0.561
J098	130.299482	31.264591	2.387	0.570
J101	142.169736	45.335826	3.079	0.802
J102	141.038211	45.275968	1.942	0.448
J103	142.537089	45.002398	2.134	0.935
J104	141.741397	44.892461	0.736	0.791
J105	142.265247	44.728496	1.874	0.893
J106	141.330056	44.427049	3.751	0.707
J107	142.625589	44.294568	2.799	0.859
J108	144.029775	44.063872	2.578	0.789
J110	142.151691	44.006778	2.105	0.937
J111	143.333701	44.005620	3.197	1.072
J114	143.787257	43.848897	2.733	0.984
J120	140.597072	43.292584	3.593	1.131
J121	143.562424	43.289471	2.344	0.870
J122	144.325031	43.232934	0.527	0.881
J124	144.126529	43.120608	3.026	0.815
J128	141.290333	42.971378	0.637	1.879
J130	140.603519	42.802718	3.908	1.235
J135	141.074955	42.667876	2.157	2.003
J139	141.361481	42.549801	2.519	1.771
J149	140.315890	41.599026	2.397	1.917
J154	139.928117	40.577643	2.887	0.984
J156	141.511282	40.515359	1.156	4.642
J157	141.076475	40.291076	1.262	3.150
J158	141.713135	40.405200	3.163	4.535
J162	141.950542	39.869371	1.844	5.446
J164	141.803851	39.849176	1.984	5.112
J178	140.642847	38.205743	3.094	3.810
J180	140.442574	37.989930	2.083	3.227
J182	140.263661	40.271156	3.216	1.828
J184	140.048679	40.247295	0.512	1.822
J194	139.547660	39.185563	2.269	1.374
J202	140.072680	37.566947	2.508	3.994
J206	139.364347	37.302799	0.648	3.337
J212	140.413270	36.862093	3.350	3.628
J217	140.039256	36.854235	0.173	3.327
J224	139.795986	35.895970	3.762	3.373
J226	140.384907	35.243244	2.901	2.098
J227	139.974889	35.002792	2.874	1.790
J228	139.630649	35.663697	0.599	1.925
J232	138.513087	38.319346	1.423	1.890
J234	139.351465	37.929383	1.131	1.879
J238	139.059120	37.662295	0.898	2.429
J239	138.998010	37.467718	3.530	2.379
J241	138.333571	37.231122	2.335	1.733
J242	138.933720	37.166035	2.744	2.221
J245	137.873846	37.045173	1.513	1.375
J247	138.198674	36.865404	2.937	1.807
J250	137.439896	36.578706	3.189	1.267
J253	137.270049	37.446027	0.220	1.196
J264	138.695131	35.746875	3.728	2.151
J265	138.436165	36.801709	3.197	2.383
J267	138.247467	36.665155	0.445	1.489
J268	138.322523	36.386176	1.792	1.445
J269	138.637796	36.346014	0.685	1.752
J270	137.902815	36.322371	3.048	1.598
J274	137.696260	35.783618	1.622	1.095
J279	137.147172	36.335511	1.797	1.444
J281	137.534867	35.973458	0.778	1.123
J284	137.424773	35.657189	0.446	1.111
J287	137.174145	35.612086	2.172	1.042
J289	137.124687	35.478700	1.247	1.028
J291	136.549743	35.371710	3.244	0.812
J295	137.980415	35.031518	2.806	2.357
J298	136.929979	35.334761	2.629	1.191
J299	136.828832	35.190107	1.754	1.476
J317	136.197945	35.557331	0.043	0.853
J318	136.053666	35.466287	3.358	0.764
J319	135.913208	35.351255	2.789	0.557
J321	136.235613	35.269441	2.783	0.529
J324	135.906165	34.939602	1.915	0.962
J327	135.173215	35.752353	1.615	0.476
J332	135.564521	35.077582	1.129	0.843
J334	135.864150	34.746971	1.474	1.237
J336	135.518491	34.677906	0.516	2.023
J337	135.481342	34.527310	3.231	0.859
J345	134.972588	35.090784	0.196	1.103
J348	135.325996	34.976789	1.281	1.094
J354	134.828779	34.786962	0.636	1.002
J355	135.380381	34.724250	3.277	1.058
J356	135.172288	34.686988	0.011	1.178
J358	134.965706	34.669737	2.833	0.861
J366	135.704174	34.388300	3.212	1.308
J367	135.963738	34.038165	3.107	1.476
J369	135.065974	34.271463	2.338	0.993
J371	135.384864	33.961674	2.193	1.121
J375	135.396183	33.744275	3.131	2.208
J377	135.599204	33.505618	1.401	2.011
J378	134.046670	35.456755	2.340	0.652
J381	133.308532	35.164574	2.235	0.921
J388	131.923144	34.767344	1.027	0.695
J398	133.120229	34.943450	0.080	0.761
J399	132.277334	34.726899	1.945	0.918
J400	132.540240	34.678815	2.928	0.836
J401	133.107534	34.672452	3.348	0.740
J402	132.824001	34.571301	1.582	0.916
J411	131.346081	34.189490	2.081	0.720
J413	131.286040	33.977714	2.427	0.701
J415	134.351971	34.096989	0.712	1.162
J416	134.560139	34.059906	2.165	1.018
J417	134.049179	34.051500	3.018	1.522
J419	133.681285	33.936674	2.820	1.194
J421	134.058195	33.877516	1.243	1.061
J422	134.667794	33.830241	0.787	1.057
J424	134.372027	33.618499	2.813	1.360
J426	134.241980	34.254578	1.122	0.919
J427	133.715065	34.217394	3.761	1.027
J429	133.925505	34.164168	3.098	1.149
J431	133.538235	33.938661	0.547	0.851
J433	132.911643	33.796497	3.897	0.944
J436	132.693411	33.446764	0.967	0.872
J440	134.106906	33.603787	1.091	1.389
J444	134.007133	33.427796	1.698	0.866
J449	132.703727	32.840607	0.020	1.363
J452	130.828752	33.465461	3.513	0.787
J453	130.564645	33.205874	2.057	0.754
J454	130.268718	33.274851	0.405	0.825
J455	130.094169	33.098475	1.872	0.867
J456	129.482060	34.655552	0.220	0.175
J458	129.734725	33.742655	2.621	0.814
J460	129.690658	33.063101	2.163	0.685
J461	130.271332	32.870687	2.174	0.856
J462	128.843116	32.669385	3.224	0.539
J463	130.154606	32.636915	1.725	0.886
J465	130.764796	32.842099	0.758	0.921
J466	131.099303	32.740650	2.739	0.823
J467	129.987298	32.326241	3.488	0.544
J468	130.506832	32.299157	3.720	1.071
J470	131.564165	33.671194	2.725	0.595
J472	131.347278	33.254043	1.711	0.887
J474	131.286086	33.009028	3.346	0.999
J475	131.587843	32.986858	3.451	0.863
J477	131.327615	32.684834	1.704	0.734
J480	131.515847	32.170433	1.782	0.904
J481	131.078569	31.965049	3.206	0.959
J482	131.021514	31.740315	2.402	0.785
J483	131.368868	31.676546	0.243	0.858
J484	131.217391	31.469376	3.377	0.875
J485	130.597815	32.057502	3.818	0.864
J486	130.759674	31.855528	2.164	0.566
J487	129.795441	31.768684	1.510	0.481
J488	130.278147	31.717378	2.633	0.696
J489	130.836065	31.617376	3.048	0.603
J490	130.640358	31.235224	0.391	0.617
J491	130.723059	31.106205	3.817	0.705
J492	130.964220	30.530867	3.661	0.616
J493	130.638376	30.381722	2.183	0.776
J495	128.432326	27.032184	3.332	1.585
J497	131.227802	25.831211	3.845	0.500
J500	123.792035	24.426273	1.475	1.559
J501	141.167097	45.137712	2.026	0.911
J502	142.964462	44.582042	3.401	0.823
J503	143.615670	44.219722	2.005	0.862
J504	143.076819	44.191942	2.855	0.902
J505	144.293302	43.988789	3.879	0.851
J506	142.577715	43.908405	3.316	1.030
J508	142.409610	43.738523	3.588	0.889
J509	141.873847	43.740840	3.410	0.939
J511	143.578156	43.670502	2.304	0.922
J513	144.079621	43.438836	2.041	1.226
J514	142.395347	43.336265	1.187	1.029
J516	141.890933	43.248411	3.886	1.439
J517	140.860617	43.209509	0.689	1.171
J520	141.540116	43.077589	2.860	1.803
J522	141.577417	42.884431	3.651	1.604
J523	141.407093	42.773190	3.694	2.063
J528	140.666868	42.123144	3.514	1.927
J530	140.071229	41.803028	3.619	1.120
J531	144.719147	42.982571	0.638	0.811
J534	140.490767	41.185079	3.318	1.438
J535	140.821985	41.145546	3.642	3.438
J537	141.131807	40.862361	2.776	3.562
J541	140.803347	40.643567	1.750	2.477
J542	140.451565	40.910177	1.671	2.062
J551	139.848935	39.891134	2.279	1.922
J552	140.044723	39.825809	0.046	1.995
J560	140.372899	37.620730	1.166	6.705
J563	139.586160	37.097249	1.204	2.688
J570	137.893870	36.950871	3.177	1.342
J571	139.073909	37.752064	1.684	2.214
J572	137.369515	36.736958	0.814	1.340
J574	137.138544	37.306970	0.981	1.226
J576	136.996068	37.123156	0.868	1.326
J579	136.184992	35.968887	1.967	0.736
J580	136.055983	35.836841	2.649	0.708
J584	140.202444	36.031340	2.075	3.313
J586	139.805748	36.979582	3.050	3.118
J592	139.066641	36.234670	2.047	3.911
J601	139.612853	33.884124	2.306	1.497
J602	139.764617	32.463501	1.327	0.768
J603	142.162759	26.635150	-0.217	0.558
J608	137.984550	36.239029	2.950	1.414
J610	138.499280	36.284713	2.768	1.747
J614	137.598274	35.880003	0.845	1.389
J618	137.363019	36.285643	1.829	1.096
J620	138.776523	34.855033	0.319	1.532
J621	138.928355	35.204394	3.718	2.130
J624	138.046522	34.666410	0.335	1.574
J628	138.939326	34.698904	1.051	1.661
J639	136.041199	35.085724	2.312	0.567
J640	135.034048	35.685078	1.599	0.574
J641	135.415831	35.482214	1.250	0.533
J643	135.773303	35.053137	1.656	1.008
J644	135.772395	34.952642	3.542	1.088
J653	135.496197	33.554411	2.692	1.449
J656	133.137888	35.563535	0.553	0.559
J659	131.864313	34.439720	0.329	0.832
J664	133.337633	34.777791	1.431	0.803
J665	132.194653	34.370346	3.609	0.932
J668	131.152394	34.764346	0.516	0.481
J669	131.176160	34.342087	0.543	0.822
J670	131.065670	34.179772	1.431	0.760
J674	133.874988	34.039739	2.736	1.143
J676	133.998679	34.445455	0.792	1.222
J677	133.780674	34.383399	0.980	1.152
J678	133.189100	34.252446	3.581	0.773
J679	132.781739	33.959473	2.724	0.840
J686	131.016531	33.697404	1.045	0.858
J688	130.701153	33.327225	1.147	0.746
J689	129.940088	33.196030	2.523	0.888
J690	129.690024	33.266120	0.536	0.764
J691	129.125511	33.255790	1.744	0.407
J692	129.026342	32.885628	2.349	0.537
J693	130.166427	32.795701	3.032	0.816
J696	130.352274	32.722574	0.968	1.006
J697	130.290716	32.660651	2.278	0.951
J698	128.619362	32.634275	2.096	0.434
J700	130.748619	33.011290	0.028	0.801
J701	130.996220	32.870746	0.692	0.937
J702	130.794904	32.576726	2.216	0.855
J703	131.093424	32.950652	1.881	0.883
J705	131.356638	33.537123	0.387	0.755
J706	131.588432	33.349853	1.113	0.821
J707	131.121134	33.270272	0.027	0.767
J709	131.579482	33.228427	0.423	0.810
J710	130.915738	33.190574	1.520	0.830
J711	131.530676	32.557048	3.243	0.950
J712	131.334016	32.384398	3.353	0.813
J715	131.306309	31.842099	0.757	0.914
J716	131.305870	31.399105	2.905	0.767
J717	130.179654	32.197074	0.748	0.530
J718	130.439657	31.908840	1.586	0.605
J721	130.637355	31.552222	0.454	0.554
J724	131.028597	30.753325	2.358	0.612
J726	130.903232	30.398677	2.287	0.636
J728	130.554547	30.236353	0.351	0.914
J736	127.945054	26.944488	3.991	1.088
J740	127.972390	26.482731	3.503	1.575
J743	126.739146	26.347830	3.184	1.064
J744	127.345252	26.178794	3.631	1.022
J751	123.795846	24.061501	1.859	1.208
J753	139.269328	36.003735	3.235	2.078
J754	139.182198	35.884048	2.773	2.245
J756	140.249161	35.288384	1.253	1.978
J759	139.613843	35.160867	2.605	1.926
J760	135.789848	34.882031	2.729	0.984
J761	135.618822	34.621053	2.669	0.956
J763	135.706028	34.698335	3.368	1.035
J770	129.954857	33.372181	2.787	0.765
J771	130.444516	33.346487	2.609	0.907
J772	129.989686	32.945587	3.318	0.720
J773	130.430446	32.581674	0.654	0.881
J774	130.085187	32.524534	1.496	0.749
J776	130.469452	31.675101	2.774	0.624
J777	130.135762	31.415892	0.952	0.496
J778	141.598230	45.219768	0.259	0.746
J779	142.351840	45.126774	1.618	0.844
J781	141.793917	44.639926	2.286	0.746
J782	142.264529	44.365127	2.973	0.882
J783	141.664599	44.148753	1.679	0.770
J785	141.370584	43.624329	2.290	0.766
J787	142.643060	43.431633	3.042	1.202
J788	143.901986	43.101691	3.771	0.907
J804	139.521923	35.419268	1.618	1.748
J806	138.880441	37.776990	1.484	2.304
J811	137.528780	35.575092	3.425	1.141
J814	138.876472	34.719474	2.895	1.728
J818	138.081684	35.044884	3.079	1.613
J822	136.788824	35.300837	2.929	1.082
J825	135.735180	33.969482	2.386	1.304
J826	135.708790	33.637171	1.028	1.249
J827	134.393430	34.217798	0.926	0.974
J832	129.720712	32.839611	3.141	0.875
J834	130.360661	32.098434	2.296	0.904
J835	130.238975	31.906164	3.561	0.543
J838	138.762790	34.690255	2.069	1.884
J847	137.868762	35.160451	2.411	1.412
J848	141.955250	45.514114	1.507	0.735
J849	141.881786	45.230106	2.208	0.809
J850	142.292258	44.990504	1.480	0.841
J851	142.021781	44.916066	1.150	0.893
J852	142.038715	44.743242	3.112	1.002
J853	142.571167	44.546500	3.492	0.913
J854	142.935844	44.332294	2.382	0.934
J855	141.872171	44.317664	3.907	0.827
J856	143.364586	44.260854	2.900	0.861
J857	142.400900	44.165474	3.044	0.892
J860	141.860750	44.052106	2.290	0.874
J861	143.534157	43.909927	2.714	0.961
J862	142.236541	43.889291	2.599	0.989
J864	145.056862	43.794028	2.397	0.876
J865	142.132310	43.725658	2.904	0.916
J866	143.381084	43.710324	2.208	0.902
J867	142.794411	43.646907	3.143	1.389
J870	144.719044	43.545927	0.538	1.048
J871	142.187612	43.521577	1.159	0.972
J874	143.187050	43.366471	2.945	1.302
J875	140.378276	43.320705	1.655	0.851
J876	141.345958	43.240529	2.027	1.425
J879	143.027763	43.171331	2.377	1.017
J881	144.496498	43.149392	0.699	0.839
J884	140.811118	43.082596	3.075	1.291
J885	142.532257	42.890634	3.172	1.593
J894	141.094467	41.466160	2.320	2.452
J898	140.010994	40.730634	2.156	1.027
J903	141.484864	40.271043	3.084	4.849
J905	141.662180	39.970956	0.742	3.133
J908	140.836319	39.554457	1.382	4.551
J910	141.311672	39.235375	3.407	3.007
J921	140.027566	40.339396	2.838	1.933
J923	140.005496	40.099700	0.350	1.659
J925	140.053926	39.527565	0.752	2.390
J927	140.278926	39.296744	3.836	3.508
J934	140.393882	38.170440	0.704	3.532
J936	140.446794	37.833495	3.542	3.947
J949	139.505314	36.872247	0.068	3.886
J950	139.752790	36.537633	3.665	3.674
J955	139.016710	36.395346	3.510	2.728
J957	138.702984	36.200266	1.927	2.055
J959	139.968470	35.143803	1.882	1.704
J961	139.111447	37.540342	3.350	2.559
J963	139.247107	37.157616	1.533	3.172
J979	138.444215	35.904932	1.626	2.056
J981	138.606868	35.467692	0.888	1.607
J983	138.096727	36.706647	3.212	1.404
J984	138.120946	36.523604	3.535	1.385
J986	137.785436	35.944601	2.310	1.272
J987	138.095706	35.878418	3.632	1.161
J989	137.620156	35.661228	1.374	1.338
J993	136.545291	35.480059	2.333	0.727
J994	137.252317	35.300551	3.095	1.029
JAB2	132.894535	-12.660149	-0.002	0.350
JALE	-89.029254	42.711001	-2.939	0.585
JARG	2.120622	47.862194	-0.525	0.308
JASK	57.763900	25.649489	-2.640	1.026
JAYC	-84.978841	40.433790	-0.408	0.224
JBAL	-65.622750	-27.584408	1.371	1.269
JCFI	-86.828268	12.683744	-1.947	3.287
JEEB	152.658198	-27.651361	-0.903	1.393
JEK1	25.864600	56.504948	1.146	0.439
JMBI	103.520323	-1.615603	1.417	1.167
JMLA	82.192570	29.277818	1.489	0.643
JMSM	83.743296	28.805276	3.484	0.901
JNSK	23.617610	56.242131	1.025	0.236
JOAN	13.416061	46.183961	0.085	0.157
JOEN	30.096157	62.391173	3.945	0.130
JON6	14.059706	57.745433	5.153	1.156
JOZ2	21.032352	52.097836	1.411	0.151
JRGN	-70.574909	-23.288916	1.116	0.631
JSLM	35.202452	31.771153	2.244	0.155
KA10	-87.847238	41.598295	-1.308	0.292
KA14	-88.185052	39.480483	-0.267	0.172
KA20	-89.146662	41.328440	-0.226	0.255
KA21	-89.196055	40.791483	-0.290	0.248
KA22	-88.269611	40.879342	-0.933	0.249
KA23	-89.565479	42.275603	-0.084	0.253
KABR	35.145057	33.022815	0.383	0.123
KAD6	13.505620	59.444054	7.444	1.094
KAIK	173.533657	-42.425465	-0.760	0.450
KAIS	7.774013	49.444135	1.038	0.333
KALG	121.459256	-30.784392	-1.055	0.256
KAR2	-87.865046	41.992706	-1.175	0.115
KAR4	-88.289966	40.131618	-0.639	0.108
KAR8	-90.418129	38.574032	-0.530	0.442
KARL	8.411259	49.011245	0.126	0.275
KASI	19.935540	39.746355	-0.381	0.343
KAT2	132.152506	-14.375073	-0.673	0.526
KATE	22.521257	40.270082	-0.258	0.406
KATZ	35.688554	32.994969	0.425	0.152
KAUN	23.979581	54.906130	0.221	0.252
KAZ1	-76.018263	45.950227	3.030	0.417
KAZA	73.943508	41.384938	1.289	0.328
KELM	22.930678	55.628436	1.224	0.246
KELN	117.702637	-31.622318	-0.947	0.229
KELO	-2.440068	55.595645	2.159	0.214
KERK	6.006704	50.851849	-0.189	0.333
KEW5	-88.624326	47.227066	-0.800	0.186
KEW6	-88.624114	47.227300	-0.197	0.204
KEYW	-1.078112	52.878954	-0.011	0.390
KGLK	-115.134756	67.817787	5.935	0.519
KHAJ	135.046156	48.521454	0.880	0.617
KHAR	36.239008	50.005102	1.554	0.428
KILN	-4.320734	56.454942	2.339	0.317
KIN1	0.401538	52.751369	-0.449	0.316
KING	-114.041478	35.197361	0.598	0.248
KINL	-5.052334	58.458771	1.303	0.456
KINT	-2.328678	57.245372	0.741	0.350
KIR0	21.060240	67.877576	4.332	0.859
KIRI	172.922896	1.354582	0.275	0.416
KIRU	20.968447	67.857352	5.580	0.188
KIRW	-2.901512	58.953401	1.313	0.425
KKN4	85.278802	27.800723	1.996	0.641
KLDN	83.603292	27.766849	1.557	0.541
KLEY	24.806468	-28.742988	2.452	0.135
KLHV	34.866726	31.378063	1.282	0.184
KLOK	22.014385	39.564736	-0.226	0.352
KLOP	8.729935	50.219765	0.383	0.297
KLPD	21.118885	55.715355	0.404	0.290
KLRE	-6.618030	54.964940	0.427	0.507
KLUU	33.065364	39.079103	0.667	0.217
KMAN	23.432475	-27.460782	2.106	0.123
KMTR	78.199208	41.867798	3.162	0.267
KNGS	-76.517266	44.218691	1.342	0.137
KNOL	-118.979173	37.659118	3.257	0.278
KNS6	-79.342704	33.481984	-0.928	0.220
KNTN	-83.614807	40.630464	-2.247	0.462
KNYA	130.878573	31.425312	1.737	0.675
KOE2	13.009351	46.674243	0.793	0.593
KOKO	177.667786	-39.016104	-1.052	0.479
KOPF	12.807534	47.651198	0.594	0.166
KORO	175.424055	-40.409332	-1.004	1.221
KOSC	-85.858744	41.238823	-0.590	0.308
KOUC	164.287336	-20.558693	-1.450	1.721
KOUR	-52.805960	5.252182	-1.878	0.539
KPTI	92.217076	22.498615	-0.978	0.792
KRA1	19.920464	50.066114	0.570	0.321
KRAC	-118.880472	37.713310	3.426	0.501
KRAW	19.920479	50.066143	0.190	0.133
KRBG	10.626822	47.146229	0.304	0.246
KRBK	32.675928	41.231624	0.457	0.312
KRDL	22.719571	58.994378	2.306	0.336
KRMT	-122.320990	47.802876	-1.419	0.317
KRS1	43.093445	40.588452	2.347	0.240
KRTM	-157.447631	2.046560	0.617	0.209
KRTN	21.245635	55.888116	0.909	0.234
KRTV	78.619062	50.713950	0.161	0.131
KRUG	27.766252	-26.082896	2.288	0.182
KRUM	7.038288	53.416016	0.258	0.452
KSTD	27.240076	-27.663579	1.306	0.143
KTBW	-122.795418	47.547320	-1.112	0.217
KTIA	173.273110	-35.068930	-1.385	0.371
KTZ2	12.359460	47.418242	1.473	0.620
KUAL	103.139147	5.318889	2.202	0.737
KUL1	21.946366	56.979577	2.125	0.484
KUNM	102.797194	25.029540	-1.372	0.602
KUNU	128.762624	-15.676962	-0.118	0.329
KURE	22.510060	58.255635	2.398	0.238
KUST	22.713121	42.283730	-0.839	0.453
KUT1	177.069758	-39.172262	-1.369	1.191
KUUJ	-77.745436	55.278361	14.310	0.372
KWST	-81.754282	24.553690	-1.010	0.177
KYBO	-84.723650	39.038350	-1.103	0.275
KYBU	-85.154930	38.673833	-1.206	0.534
KYCB	-82.997777	36.965175	-0.661	0.414
KYCP	-85.350069	37.342236	-1.285	0.274
KYDH	-85.298493	36.638272	-0.307	0.241
KYMH	-83.436531	38.184140	-1.085	0.299
KYTB	-87.496760	37.353225	-0.800	0.242
KYTC	-86.474505	36.989167	-0.137	0.219
KYTD	-85.850677	37.681802	-1.502	0.260
KYTG	-84.492204	38.075553	-1.181	0.207
KYTK	-83.759591	37.151455	-0.864	0.323
KYVW	-116.173395	33.925369	1.753	0.277
KZNG	10.161574	49.736985	0.112	0.342
LACA	2.727583	43.680990	-0.158	0.239
LACR	-115.703739	40.850805	0.199	0.148
LAFE	-84.960283	9.807062	-3.186	2.921
LAK1	-88.385356	39.418228	-1.059	0.207
LAMC	-87.764121	38.406250	-0.907	0.238
LAMU	1.567676	44.647670	-0.339	0.182
LAN3	-74.870365	46.413215	2.917	0.556
LAND	-120.473283	35.899790	3.160	0.283
LANG	-1.849485	47.721489	-0.325	0.160
LANS	-84.663309	42.673884	-0.001	0.310
LANU	9.548412	39.882726	0.710	0.380
LAPC	-118.574650	34.181922	1.933	0.266
LAPE	-0.148974	46.672159	-0.593	0.197
LARE	-3.446648	43.404628	-0.187	0.287
LARR	133.212758	-15.573157	-0.405	0.393
LASC	-118.306505	33.927942	1.483	0.519
LAT1	12.901449	41.470753	1.591	0.761
LAUR	-71.640871	46.538212	3.321	0.431
LAUT	177.446580	-17.608815	-0.559	1.102
LAV1	0.299876	44.175660	-0.135	0.455
LAVL	-0.723386	48.072816	-0.439	0.349
LBC2	-118.173243	33.791609	0.384	0.278
LBCH	-118.203338	33.787768	0.933	0.262
LCAP	165.375477	-21.480344	-0.354	1.899
LCAR	-5.464120	57.420303	0.468	0.463
LCBR	-96.601922	30.182357	-1.284	0.337
LCEN	-68.602603	-25.326061	3.782	0.988
LCFR	-98.905628	30.306278	-0.180	0.368
LCHS	-89.472117	36.376418	-0.534	0.444
LDB2	14.120924	52.209124	0.693	0.275
LDES	-116.432802	34.267339	2.186	0.255
LDHI	159.078521	-31.541458	-0.586	0.371
LDOL	-63.970879	-23.818740	1.482	1.789
LDSW	-116.209142	34.699427	1.847	0.226
