station	lon     	lat     	v_vert	v_std
NYLP	-78.753716	43.165246	-0.336	0.143
NYLS	28.405998	-24.702994	1.531	0.143
NYLV	-75.485436	43.796466	1.234	0.162
NYMD	-74.442804	41.406821	-0.491	0.147
NYML	-74.288155	44.870950	2.471	0.167
NYNB	-74.025552	41.495233	-0.259	0.255
NYON	-75.111812	42.440236	-0.683	0.170
NYPB	-73.453978	44.680727	2.164	0.162
NYPD	-75.041811	44.652526	2.240	0.164
NYQN	-73.730078	40.719526	-0.724	0.135
NYRB	-74.078359	44.303877	1.812	0.274
NYRH	-72.714048	40.923367	-0.724	0.166
NYSM	-78.747357	42.192059	-0.856	0.154
NYWT	-75.921102	44.028248	1.413	0.158
NYWV	-76.521580	42.012398	-0.207	0.223
NZRT	35.331448	32.782500	1.376	0.226
OAES	-116.067735	34.141005	1.176	0.282
OAKH	-92.656981	30.815507	-0.364	0.313
OAKR	-122.444566	43.738339	-1.133	0.694
OASC	-89.706574	38.118067	-1.006	0.191
OASS	-96.414333	42.473530	-1.348	0.276
OBAN	-5.440800	56.451325	0.018	0.329
OBE3	11.279806	48.086184	1.722	0.371
OBE4	14.627910	48.515212	1.817	0.446
OCEN	-124.159714	46.952371	-1.996	0.785
ODEM	-8.631249	37.598663	-0.541	0.211
ODEZ	12.489140	45.787806	0.539	0.617
OFW2	-110.831150	44.451107	6.496	0.558
OHAD	-83.556297	38.785937	-0.714	0.176
OHAL	-84.106964	40.769380	-1.328	0.163
OHAS	-80.551074	41.925070	-0.523	0.165
OHAT	-82.129827	39.328441	-1.449	0.209
OHCD	-81.635147	41.540745	-1.093	0.165
OHCO	-81.842176	40.297442	-2.609	0.547
OHDT	-84.180655	39.764747	-1.372	0.254
OHFN	-84.134873	41.558283	-1.017	0.173
OHJE	-80.729706	40.374820	-0.939	0.227
OHLI	-82.414181	39.952546	-1.519	0.175
OHLO	-82.232904	41.293483	-1.597	0.308
OHMD	-83.479204	39.874674	-2.980	0.756
OHMH	-82.731455	41.543684	-1.055	0.144
OHMN	-80.772684	41.023538	-1.264	0.169
OHMO	-81.102361	39.776804	-0.712	0.162
OHMR	-84.630740	40.546003	-1.206	0.178
OHPO	-81.244537	41.106029	-0.338	0.346
OHRI	-82.560661	40.768156	-1.354	0.177
OHRO	-83.022285	39.366086	-1.436	0.201
OHUN	-83.360861	40.233022	-1.142	0.188
OHWA	-81.418368	39.425959	-0.820	0.726
OIDC	-120.837798	37.769443	0.300	0.283
OJAR	24.076093	56.925486	1.966	0.657
OKAD	-96.738261	34.800343	2.121	0.422
OKAL	-99.329356	34.632262	1.053	0.117
OKAN	-95.621355	34.195203	-0.079	0.170
OKAO	-98.245899	35.076407	0.217	0.131
OKAR	-97.169245	34.168464	0.041	0.129
OKBF	-99.641355	36.828029	0.539	0.119
OKCL	-98.971467	35.483158	0.665	0.117
OKDN	-97.966554	34.479312	0.148	0.107
OKEE	-82.594872	42.913863	-1.348	0.117
OKGM	-101.479359	36.674598	0.481	0.094
OKLW	-98.409923	34.572780	0.686	0.136
OKMU	-95.401625	35.716690	1.502	0.163
OKNY	26.738146	-26.933987	2.599	0.460
OKOH	174.060282	-41.019262	-2.675	1.400
OKPR	-97.321669	36.276246	0.760	0.119
OKSY	-99.637691	35.314987	1.158	0.212
OKTE	-96.897817	35.260192	1.436	0.207
OLGI	12.355147	42.054653	1.610	0.494
OLIV	-13.927626	28.610288	-0.166	0.361
OMGH	-7.255853	54.616224	1.378	0.455
OMH6	-95.911494	41.778500	-0.818	0.497
ONAB	-124.074516	44.514522	-1.549	0.389
ONSA	11.925518	57.395299	3.108	0.183
OOS1	3.494733	51.331617	-0.532	0.224
OOST	2.922290	51.225409	-0.170	0.191
OPBL	-115.918057	34.369882	0.577	0.250
OPCL	-116.305457	34.427716	1.082	0.302
OPCX	-116.149484	34.430082	0.970	0.142
OPRD	-116.292278	34.533032	3.252	0.267
ORAN	-80.112204	43.897976	-1.618	0.458
ORIN	-0.674356	43.230876	-0.023	0.316
ORMT	-116.815092	34.674904	1.362	0.233
OROA	176.680691	-40.104365	-1.651	1.184
ORS1	-119.058755	44.164247	-0.406	0.126
ORS2	-119.058446	44.164139	-0.154	0.137
ORVB	-121.500291	39.554627	0.027	0.685
OSK6	15.996867	57.065676	2.890	1.089
OSLS	10.367757	59.736587	4.676	0.567
OSN1	127.024034	37.077567	0.743	0.441
OSN2	127.024033	37.077567	0.545	0.572
OSNB	8.054134	52.277499	0.392	0.284
OSPA	-76.511532	43.464886	-0.306	0.337
OST6	14.857977	63.442765	12.709	1.213
OTHL	-119.167878	46.822553	-0.943	0.834
OURI	-49.895041	-22.949173	0.365	0.570
OUS2	170.510933	-45.869475	-0.485	0.526
OUSD	170.510918	-45.869500	-0.061	0.466
OVE6	22.773447	66.317827	10.563	1.367
OVRA	13.515067	42.137635	1.644	0.513
OVSI	-84.111310	10.001842	-1.426	2.575
OXFR	-1.288535	51.823959	-0.246	0.358
OXMT	-122.424316	37.499363	3.733	0.714
OXYC	-118.207312	34.128811	1.484	0.316
OZAL	43.988680	38.657314	0.989	0.457
OZST	-119.353407	34.683371	3.441	0.265
P002	-117.186531	39.521139	0.380	0.151
P006	-114.456912	36.154188	3.614	0.451
P007	-114.819713	41.724201	0.331	0.214
P009	-112.222715	38.479931	0.151	0.155
P011	-109.519227	36.149828	-0.122	0.112
P012	-109.333836	38.097433	-0.279	0.136
P013	-117.329994	41.428742	0.759	0.169
P014	-111.098596	31.972895	1.008	0.651
P016	-112.361402	40.078122	0.215	0.148
P017	-119.935510	41.275896	0.221	0.171
P018	-117.064558	42.981707	0.136	0.211
P020	-118.565770	47.002209	-0.288	0.148
P021	-118.730253	48.674693	-0.070	0.237
P024	-115.842434	47.562202	-0.003	0.306
P035	-105.183602	34.601393	0.153	0.106
P038	-103.407338	34.147255	1.555	0.100
P039	-103.153954	36.448113	1.544	0.116
P040	-102.686979	38.071499	0.558	0.105
P041	-105.194266	39.949492	-0.375	0.201
P044	-103.222484	40.171791	-0.409	0.108
P046	-113.331733	47.029595	-0.366	0.171
P047	-113.219745	48.421336	-0.476	0.241
P048	-111.204210	45.653044	-0.638	0.180
P057	-112.623139	41.756571	0.285	0.126
P058	-124.075370	40.876306	0.823	0.417
P060	-122.414884	40.997632	1.104	0.322
P062	-121.090714	43.112387	-0.270	0.245
P065	-120.933092	46.843960	-0.666	0.179
P068	-117.984788	39.305644	1.011	0.158
P069	-117.604895	39.287941	0.848	0.161
P070	-104.698000	36.044780	0.420	0.151
P071	-117.401181	39.346548	0.667	0.139
P073	-116.424470	39.500525	0.091	0.149
P077	-115.431824	39.388561	0.167	0.187
P078	-117.879805	40.433417	1.524	0.170
P082	-113.505208	39.268935	0.071	0.140
P083	-117.467637	40.320581	1.564	0.186
P084	-113.054003	40.493953	0.523	0.136
P085	-116.736212	40.495462	0.609	0.151
P086	-112.282072	40.648795	0.877	0.118
P087	-116.279264	40.363206	0.158	0.161
P088	-111.722891	40.771769	0.385	0.167
P090	-119.799853	39.572804	1.314	0.232
P091	-117.531541	36.614324	0.450	0.262
P093	-117.994144	36.606025	0.741	0.576
P095	-119.536905	39.698431	0.708	0.192
P098	-118.684414	39.888882	0.592	0.152
P099	-118.159351	39.212320	0.890	0.130
P100	-113.294215	41.856801	0.518	0.188
P102	-115.556007	39.924922	0.382	0.138
P108	-111.944551	39.588879	1.123	0.137
P110	-111.571142	39.715228	0.222	0.408
P111	-113.012156	41.817320	0.498	0.152
P113	-113.278034	40.671305	0.581	0.138
P114	-112.527629	40.633986	0.567	0.153
P115	-112.427997	40.474423	0.618	0.171
P116	-112.014229	40.434025	0.797	0.179
P117	-111.751424	40.435164	0.418	0.344
P118	-111.349869	40.635489	0.072	0.139
P120	-105.626076	35.007456	0.239	0.130
P121	-112.698290	41.803389	0.569	0.135
P122	-112.331916	41.635364	0.843	0.142
P127	-119.599924	39.499214	0.108	0.202
P128	-119.068640	39.486099	0.323	0.176
P129	-118.449603	39.133893	0.830	0.186
P130	-118.937759	39.268035	0.644	0.380
P131	-118.351268	39.454686	0.839	0.171
P132	-118.004868	38.728844	0.379	0.154
P133	-118.460212	38.724602	0.719	0.157
P135	-119.015371	38.704622	0.683	0.275
P136	-119.458526	38.761367	0.495	0.186
P137	-119.476767	40.779795	0.368	0.205
P139	-119.722451	39.908199	0.805	0.202
P141	-120.385583	39.046633	0.386	0.213
P142	-119.810717	39.123533	2.193	0.346
P149	-120.104975	39.602130	0.468	0.412
P150	-120.033854	39.292380	1.039	0.261
P151	-120.077264	40.288902	0.021	0.414
P155	-123.188786	41.272435	2.996	0.705
P157	-124.308073	40.247546	0.763	0.411
P158	-124.107208	40.422490	4.955	0.494
P159	-124.282782	40.504786	1.483	0.607
P160	-124.133271	40.551252	1.695	0.377
P163	-124.057289	40.219571	2.703	0.453
P164	-123.693339	40.119256	1.623	0.301
P165	-123.853264	40.245548	3.205	0.527
P166	-123.862828	40.435183	1.962	0.422
P167	-123.880177	40.543704	1.999	0.423
P168	-123.881460	40.668637	2.095	0.424
P169	-123.967652	40.791144	3.277	0.381
P170	-123.863281	40.880232	3.503	0.337
P172	-121.767244	36.228074	0.361	0.210
P173	-121.290334	35.945716	0.809	0.234
P174	-121.050898	36.302151	1.637	0.176
P175	-121.134857	36.425902	1.504	0.151
P180	-121.403238	36.292832	0.988	0.373
P184	-123.708937	39.117164	0.111	0.505
P185	-123.749335	39.261303	0.038	0.372
P186	-123.518152	39.150178	2.545	0.458
P187	-123.602541	39.352477	2.026	0.367
P188	-123.229563	38.667856	1.016	0.530
P189	-123.348428	38.987448	1.821	0.340
P190	-123.204047	39.241955	2.523	0.337
P191	-123.632263	42.275356	-0.321	0.630
P192	-123.105189	39.319728	2.384	0.306
P195	-122.959308	38.664665	1.604	0.455
P203	-122.917005	38.866112	3.638	0.524
P208	-122.303869	39.109302	1.739	0.395
P209	-122.126714	37.069254	0.387	0.227
P211	-121.698037	36.879175	1.574	0.291
P214	-121.796568	37.001019	2.913	0.770
P215	-121.762949	37.048784	0.100	0.319
P216	-121.726207	37.002425	0.218	0.230
P217	-121.650632	37.104497	2.126	0.223
P221	-122.099049	37.336952	1.128	0.539
P223	-122.099779	37.722054	0.192	0.441
P227	-121.789597	37.532974	0.418	0.242
P228	-121.686936	37.601836	1.032	0.329
P230	-121.786399	37.818964	0.894	0.265
P232	-121.579041	36.724019	0.201	0.242
P234	-121.591225	36.858525	1.409	0.201
P235	-121.541540	36.814271	0.774	0.287
P236	-121.554460	36.903544	1.518	0.188
P237	-121.386829	36.637023	1.061	0.161
P238	-121.452768	36.849079	0.066	0.261
P241	-121.574260	37.213011	0.350	0.208
P243	-121.335152	36.918189	1.460	0.183
P244	-121.354517	37.010823	1.699	0.255
P245	-119.706122	37.713116	1.799	0.280
P247	-121.188432	36.559517	1.237	0.171
P248	-121.868697	37.975608	0.029	0.287
P249	-121.064411	36.611645	1.016	0.150
P250	-121.268438	36.950035	0.844	0.201
P251	-121.347950	36.811449	2.272	0.158
P252	-121.057729	37.169555	1.682	0.207
P253	-121.653009	37.478450	0.246	0.231
P254	-121.469195	37.489632	0.253	0.256
P257	-121.464035	37.755291	0.144	0.415
P269	-122.354554	38.999525	0.360	0.489
P276	-121.095165	38.645308	0.226	0.187
P278	-121.060753	35.711251	1.633	0.126
P279	-121.062016	35.790647	1.479	0.197
P280	-120.347605	35.544054	1.311	0.155
P281	-120.389458	35.841058	0.911	0.149
P282	-120.345213	35.837808	2.165	0.142
P283	-120.285255	35.806669	2.318	0.132
P285	-120.981481	36.417179	1.928	0.174
P286	-120.853056	36.515909	1.344	0.212
P287	-120.697830	36.024834	0.756	0.113
P288	-120.878901	36.140206	0.817	0.134
P289	-120.748815	36.106841	1.370	0.174
P290	-120.728252	36.178939	1.965	0.151
P291	-120.644770	35.922777	1.208	0.188
P292	-120.475276	36.007464	1.850	0.187
P293	-120.542993	36.089364	2.196	0.169
P294	-120.439882	36.123236	1.997	0.154
P295	-120.842381	35.697076	1.467	0.117
P297	-120.551857	35.974085	1.405	0.140
P298	-120.294059	36.015842	2.293	0.157
P299	-120.710198	36.256819	1.248	0.225
P300	-120.276980	36.304427	0.520	0.127
P301	-120.743052	36.806291	0.724	0.132
P305	-120.196758	37.352214	1.752	0.174
P308	-119.840199	37.901151	1.819	0.278
P310	-120.334337	38.735607	0.884	0.190
P311	-118.519801	37.177563	1.301	0.274
P314	-123.581847	39.685663	0.064	0.305
P315	-123.716896	39.863583	1.137	0.309
P316	-124.086144	41.559133	-0.752	0.549
P320	-123.186785	39.492827	1.608	0.437
P322	-123.182481	39.962144	0.900	0.428
P324	-123.655737	40.256838	0.155	0.570
P326	-123.698930	40.575314	2.596	0.486
P327	-123.573064	40.478860	1.538	0.910
P329	-123.452046	40.082214	1.922	0.452
P330	-123.135582	40.324069	0.781	0.419
P331	-123.324143	40.732914	1.777	0.702
P332	-123.174504	40.546650	1.229	0.443
P333	-122.975754	39.621381	1.003	0.394
P334	-122.735871	39.493592	0.325	0.455
P335	-122.873637	39.726190	0.703	0.482
P336	-122.430484	39.528080	0.612	0.440
P337	-122.868804	40.296189	0.491	0.415
P338	-122.923028	40.747553	1.856	0.460
P339	-122.668250	40.034111	1.272	0.481
P341	-122.606900	40.650656	1.873	0.358
P343	-123.334210	40.887128	2.814	0.722
P344	-122.027971	39.929123	0.022	0.469
P345	-122.270806	40.271234	1.906	0.527
P348	-121.828003	40.905546	1.492	0.366
P349	-122.319351	40.731085	2.684	0.407
P351	-114.719163	43.874415	0.090	0.244
P352	-114.096075	43.849059	0.504	0.214
P353	-113.978801	44.054538	0.572	0.216
P354	-113.978940	44.108511	0.334	0.165
P355	-113.722087	44.217921	0.426	0.229
P356	-110.489111	43.816637	0.422	0.194
P357	-113.581892	44.227105	0.459	0.211
P358	-113.240665	44.401897	0.385	0.209
P361	-111.439689	44.560348	2.361	0.541
P367	-124.061571	44.585246	-0.849	0.298
P369	-123.429460	43.140105	-0.117	0.200
P371	-123.057899	43.363274	-0.454	0.189
P372	-117.251657	45.428138	-0.348	0.204
P373	-123.333274	43.622519	-0.804	0.375
P374	-123.590640	44.381926	-1.177	0.254
P376	-123.102266	44.941203	-0.596	0.197
P377	-122.887058	44.052119	-0.730	0.242
P378	-122.930881	44.534982	-0.536	0.311
P383	-122.217220	44.342185	-0.099	0.460
P384	-122.482818	44.841131	-0.764	0.501
P385	-121.945834	44.434848	-1.018	0.370
P386	-118.967817	44.402828	-0.050	0.200
P391	-118.412473	42.254629	0.144	0.223
P396	-123.822895	45.309513	-0.494	0.299
P404	-123.390328	45.158534	-0.455	0.207
P405	-123.643757	45.629327	-0.942	0.266
P406	-123.152257	45.190372	-0.198	0.194
P408	-123.376587	46.200502	-1.034	0.227
P409	-123.239477	45.851294	-0.694	0.203
P410	-123.078606	46.111142	-1.045	0.511
P411	-123.157417	45.537993	-1.328	0.389
P414	-122.692837	45.834869	-1.294	0.388
P415	-123.729866	46.655991	-0.408	0.223
P416	-121.596928	47.039942	-0.000	0.270
P417	-123.297930	46.574738	-0.900	0.241
P420	-122.866332	46.588602	-0.469	0.335
P423	-122.941210	47.287904	-0.858	0.185
P430	-123.436222	47.003844	-0.441	0.142
P431	-121.988453	46.572082	-1.464	0.473
P433	-119.872012	44.532522	-0.177	0.244
P434	-121.075609	47.740202	-0.117	0.300
P435	-123.503279	48.059549	-0.924	0.482
P437	-122.459158	48.001809	-0.251	0.221
P438	-122.670263	48.419148	-1.129	0.226
P442	-121.615550	48.260480	-1.006	0.394
P446	-122.892788	46.115662	-1.065	0.348
P447	-119.690125	45.452821	-0.613	0.206
P451	-119.041361	46.792787	-0.743	0.224
P452	-119.487282	47.403549	-0.430	0.146
P453	-118.745456	47.759133	-0.091	0.153
P454	-118.992578	47.953816	-0.492	0.200
P455	-112.728549	44.485568	0.072	0.229
P456	-111.225108	44.863487	2.353	0.217
P458	-111.301510	44.765688	2.240	0.187
P461	-110.758683	45.354250	-0.183	0.142
P462	-116.628708	36.071317	0.528	0.316
P465	-118.132433	36.466834	0.833	0.188
P466	-117.789461	36.531249	0.901	0.227
P467	-118.090623	36.570202	1.991	0.337
P468	-118.118363	36.975682	0.470	0.155
P469	-117.935810	37.231425	0.381	0.139
P470	-117.393888	34.462404	1.012	0.115
P471	-117.540865	33.562124	0.441	0.288
P475	-117.243934	32.666395	0.362	0.321
P480	-116.348533	32.975995	0.080	0.356
P481	-116.010790	32.822239	1.812	0.284
P483	-116.569323	33.059163	0.079	0.291
P484	-116.620837	33.375592	0.689	0.246
P485	-116.409038	33.210211	0.909	0.361
P487	-116.183072	33.213531	1.101	0.520
P488	-116.078809	33.201015	1.666	0.530
P489	-116.111608	33.296213	1.545	0.290
P490	-116.425904	33.523462	1.033	0.230
P491	-116.226824	33.574679	1.591	0.272
P492	-115.969449	32.887048	1.138	0.635
P493	-115.824890	32.954703	2.797	0.280
P497	-115.577030	32.834735	3.043	0.277
P498	-115.569565	32.898431	0.586	0.347
P499	-115.487912	32.979607	0.613	0.368
P500	-115.299932	32.690047	0.676	0.308
P501	-115.397912	32.875757	0.224	0.240
P504	-115.765846	33.516411	0.636	0.222
P505	-115.686999	33.423874	1.172	0.453
P508	-115.428705	33.247781	1.476	0.347
P510	-115.343332	33.143575	1.079	0.263
P511	-115.296100	33.886935	0.551	0.122
P512	-119.694447	37.562635	1.183	0.274
P513	-120.650172	34.907262	0.503	0.164
P514	-120.409748	35.010714	1.445	0.386
P515	-120.239850	34.870553	0.900	0.164
P516	-120.383391	35.106200	2.092	0.291
P517	-118.177572	34.376366	1.329	0.193
P518	-120.075306	35.020033	0.926	0.194
P519	-119.792436	34.507811	0.053	0.459
P520	-119.616405	34.630483	0.878	0.207
P521	-119.815355	34.888567	0.985	0.185
P522	-119.536062	35.086611	3.434	0.299
P523	-120.860272	35.304449	1.006	0.332
P528	-120.545447	35.327810	0.941	0.144
P529	-120.353827	35.440451	2.555	0.287
P531	-120.536599	35.792689	0.683	0.165
P532	-120.267025	35.633811	2.915	0.245
P533	-120.370953	35.747929	1.462	0.171
P535	-120.101421	35.235127	1.501	0.152
P536	-120.025019	35.279767	1.540	0.152
P537	-119.935340	35.316795	3.060	0.370
P538	-120.112499	35.534173	2.610	0.149
P539	-120.182049	35.702673	1.966	0.131
P540	-120.130636	35.801279	1.318	0.131
P541	-120.000678	35.686731	2.032	0.131
P542	-120.292599	35.688910	2.102	0.228
P543	-119.713221	35.318992	3.503	0.298
P546	-120.154884	35.927904	2.600	0.149
P547	-119.909360	35.934703	2.906	0.278
P549	-119.326338	34.599600	1.441	0.157
P550	-119.114619	34.660083	2.209	0.182
P551	-119.154569	34.856198	1.679	0.215
P552	-120.244960	35.686725	2.577	0.220
P553	-118.878967	34.835094	2.327	0.137
P554	-118.848028	34.792297	0.952	0.170
P555	-118.669423	34.694990	0.599	0.698
P557	-118.655586	34.944385	1.720	0.107
P558	-118.611654	35.138605	2.583	0.370
P560	-118.540866	34.821811	1.391	0.136
P561	-118.399054	34.618459	1.400	0.275
P567	-118.753576	35.420946	3.053	0.295
P569	-118.123767	35.377968	0.297	0.188
P570	-118.260038	35.667348	1.257	0.149
P571	-118.766715	36.231366	2.049	0.156
P573	-118.260498	36.093094	1.695	0.212
P574	-117.633885	34.286769	1.986	0.262
P576	-120.969997	35.669661	0.839	0.123
P577	-117.318912	34.304605	1.237	0.192
P581	-117.729001	34.509739	0.618	0.146
P582	-117.548860	34.634258	1.422	0.363
P584	-116.951640	33.892603	1.808	0.109
P585	-116.545746	34.019348	1.609	0.165
P587	-118.031337	34.332233	2.064	0.424
P589	-117.110189	34.620667	0.607	0.103
P597	-116.888396	35.710600	0.325	0.256
P598	-116.710267	34.192462	1.498	0.155
P599	-116.537464	34.217171	2.529	0.146
P600	-116.211876	33.865846	1.079	0.130
P601	-116.080228	33.959297	0.681	0.133
P602	-120.227893	35.729164	3.481	0.579
P603	-116.029503	34.716906	1.073	0.156
P604	-116.671454	34.936828	1.043	0.277
P605	-117.936665	34.341127	1.645	0.178
P606	-116.879624	34.462064	0.846	0.130
P607	-115.820652	33.741040	0.454	0.120
P608	-115.686603	33.994084	0.387	0.162
P609	-116.892817	34.062686	0.781	0.716
P611	-115.649811	35.204774	0.904	0.260
P612	-117.315517	34.187382	1.540	0.302
P613	-117.049962	34.196189	1.357	0.154
P614	-115.250262	34.731794	1.202	0.150
P616	-117.893332	35.424563	1.843	0.363
P617	-116.571644	35.320643	0.489	0.129
P618	-116.103932	35.141890	0.991	0.129
P619	-116.121803	35.525948	1.041	0.379
P620	-116.144920	35.785364	0.326	0.186
P621	-115.543950	35.472761	0.807	0.134
P628	-119.249352	37.934230	1.938	0.294
P629	-119.179372	37.375866	2.075	0.274
P630	-119.000441	37.613036	2.056	0.247
P632	-119.086074	37.785665	3.070	0.233
P633	-119.032987	37.913460	1.417	0.260
P634	-119.025779	37.696592	1.430	0.333
P635	-119.137989	37.839314	2.335	0.226
P636	-119.146706	37.962771	1.234	0.214
P637	-119.083698	37.914105	0.287	0.704
P640	-118.960407	37.891738	3.296	0.216
P641	-118.851919	37.878189	3.984	0.255
P642	-118.816670	37.591367	3.795	0.194
P643	-118.698161	37.561553	2.462	0.182
P644	-118.684402	37.495392	2.018	0.195
P645	-118.593455	37.541271	2.356	0.214
P648	-119.019212	37.800016	2.947	0.236
P649	-118.736229	37.903456	2.232	0.193
P650	-118.554900	37.891277	1.489	0.161
P651	-118.386982	37.563109	0.219	0.178
P652	-118.238451	37.589158	1.526	0.451
P653	-118.471660	37.737500	0.866	0.183
P654	-119.150189	38.057935	1.741	0.261
P655	-122.206322	41.294486	1.773	1.014
P657	-122.293848	41.381239	0.560	0.521
P658	-122.190912	41.479177	1.472	0.544
P659	-122.092663	41.453733	2.208	0.762
P661	-122.312670	41.463598	0.476	0.471
P675	-112.718822	42.212222	0.082	0.158
P676	-111.337951	44.654217	1.580	0.147
P679	-113.306481	44.039820	0.729	0.228
P680	-111.098749	44.598357	0.338	0.144
P682	-110.907527	42.503301	0.241	0.227
P687	-122.354639	46.109572	-1.047	0.445
P688	-122.164161	46.030121	-0.699	0.483
P692	-122.184208	46.224499	-0.473	0.655
P694	-122.181931	46.299629	-0.776	0.358
P698	-122.160611	46.173466	-1.109	0.234
P700	-122.217366	46.178135	-0.462	0.281
P701	-122.133352	46.194625	-0.567	0.322
P703	-122.196191	46.145258	-0.702	0.324
P705	-122.310594	46.172959	-1.405	0.519
P707	-111.837164	44.718770	0.787	0.235
P709	-110.286007	44.391795	1.052	0.234
P712	-111.072379	44.957471	2.508	0.271
P719	-111.789024	45.217757	-0.202	0.186
P720	-110.306258	44.943100	-0.328	0.155
P723	-118.724776	37.380426	1.428	0.222
P724	-118.561069	37.439477	1.866	0.268
P725	-119.745606	37.088895	1.882	0.181
P726	-118.146696	37.280529	0.397	0.158
P727	-118.466772	37.273579	1.087	0.187
P736	-121.880128	42.579830	-0.860	0.306
P737	-122.609636	42.727142	-0.835	0.281
P739	-117.725430	42.020200	0.104	0.214
P740	-116.595974	33.598194	1.637	0.221
P741	-116.531020	33.557473	1.047	0.304
P742	-116.602572	33.495542	1.246	0.319
P744	-115.508405	32.829382	3.735	0.301
P775	-86.992087	40.475391	-0.391	0.882
P776	-71.378556	43.543265	0.563	0.201
P778	-85.814877	35.240351	-0.592	0.253
P782	-120.216191	35.693819	1.479	0.257
P783	-111.414721	40.807573	0.182	0.224
P787	-121.580831	36.799475	1.103	0.225
P788	-121.478762	36.744335	2.790	0.277
P789	-120.471728	35.946587	2.927	0.251
P790	-120.515376	35.929147	2.828	0.653
P793	-123.573130	40.478753	2.482	1.062
P794	-122.963757	39.845680	1.097	0.414
P795	-116.148126	34.508124	1.727	0.252
P796	-114.759348	32.497872	0.100	0.511
P797	-116.592526	33.537293	1.717	0.612
P798	-110.960592	43.796022	0.976	0.480
P799	-118.306350	33.927648	2.541	0.360
P800	-118.349068	34.021689	3.368	0.362
PAAP	-79.958931	40.444524	-1.398	0.376
PAAT	-52.181308	-3.200982	3.414	0.632
PABH	-124.204582	47.212800	-0.685	0.220
PABT	-76.447136	41.779264	-1.037	0.561
PACS	-79.429254	41.239397	-0.930	0.288
PAFM	-77.978788	39.962484	-0.534	0.372
PAFU	-79.697369	39.926589	-0.770	0.245
PAGW	-80.160111	39.898930	-1.061	0.220
PAII	-79.185930	40.605633	-1.023	0.247
PAJP	-78.950942	40.945746	-0.856	0.402
PALA	134.450239	7.328157	-3.237	1.213
PALC	-2.932398	37.702339	-0.286	0.270
PALE	-4.557518	42.007769	-0.672	0.236
PAMM	-80.244956	41.229534	-0.639	0.366
PAMS	-75.251070	40.995571	-0.218	0.204
PANE	-4.583326	43.324967	-0.025	0.284
PAOL	14.567487	41.031206	0.883	0.547
PAPE	-149.572721	-17.533084	-1.945	0.212
PAPH	-75.176334	40.013161	-0.983	0.322
PAPT	-79.958930	40.444524	-0.441	0.455
PARD	2.823475	43.431373	-0.473	0.222
PARL	-75.059911	40.196182	-1.086	0.382
PARM	10.312188	44.764570	0.014	0.134
PARR	11.123034	45.776903	1.730	0.667
PAS1	-106.920943	34.073876	1.182	0.381
PAS2	11.902016	46.192993	0.356	0.544
PASS	-76.158277	40.639155	-0.187	0.188
PAT0	21.786750	38.283656	-0.693	0.696
PATR	21.732956	38.240858	-1.386	0.868
PATT	-95.718510	31.778273	-0.517	0.680
PAVI	9.136144	45.202984	0.362	0.158
PAWA	176.863882	-40.033080	-0.287	0.614
PAWG	-79.506221	40.305353	-1.087	0.216
PAZA	24.339999	42.231006	-0.406	0.169
PAZO	13.052552	45.805723	0.982	0.244
PBCH	-80.219254	26.846294	-0.034	0.210
PBHR	-121.272412	35.708952	1.519	0.299
PBPP	-117.922571	34.508227	1.703	0.277
PBWA	31.134327	-23.951506	2.012	0.131
PCCL	-70.106744	-18.457674	1.966	1.289
PCLA	-87.189420	30.469023	-0.910	0.225
PCOL	-122.570806	47.172057	-1.049	0.324
PCOU	-8.560051	41.912154	-0.019	0.212
PCSO	-123.327840	44.919078	-0.527	0.394
PDBC	-5.200075	40.899791	-0.376	0.199
PDBG	-106.826813	34.211285	1.786	0.109
PDBL	-121.283027	35.664952	1.489	0.275
PDEL	-25.662764	37.747749	-2.092	0.504
PDXA	-122.609233	45.596873	-0.778	0.306
PEJO	10.675515	46.363413	2.863	0.371
PELB	25.611017	-33.984550	2.046	0.161
PEPE	-40.506124	-9.384417	0.914	0.279
PER1	-122.208139	47.981664	-1.554	0.486
PERS	-2.041498	52.148350	-0.258	0.166
PERT	115.885250	-31.801967	-1.023	0.355
PES2	12.892748	43.893397	1.290	0.565
PETS	158.650134	53.023300	-2.434	1.391
PEYR	0.215690	43.631343	-0.532	0.464
PFA2	9.784665	47.515329	1.293	0.262
PFER	10.294834	42.792945	1.189	0.729
PFLD	-122.282182	47.898507	-1.019	0.450
PHJX	-115.550450	32.490055	2.041	0.629
PIA1	9.689740	45.043151	0.593	0.471
PIAC	9.689793	45.043227	0.987	0.533
PIE1	-108.118927	34.301506	0.334	0.198
PIET	12.401938	43.450716	0.424	0.126
PIGN	6.228910	43.301013	-0.328	0.159
PIGT	-90.175201	36.370296	-1.376	0.730
PIMA	-111.018631	32.227958	0.067	0.449
PIMO	121.077732	14.635720	2.920	1.285
PIN1	-116.458160	33.612156	1.506	0.280
PIN2	-116.457619	33.612148	2.014	0.268
PINR	-94.373679	46.697337	-2.046	0.200
PIPA	16.815784	39.485143	0.654	0.176
PJZX	-115.883730	32.417007	1.261	0.549
PKDB	-120.541554	35.945237	0.998	0.135
PKDL	-121.563680	45.518303	-1.749	0.621
PKNO	175.181927	-39.804772	-2.908	1.643
PKRD	-118.232903	34.071560	1.576	0.362
